step,loss,lr,step_time,optimizer,seed,peak_memory_mb,param_norm_l2,grad_norm_l2,update_norm_l2,update_ratio,grad_update_cos,hessian_top_eig
10,83.396413,0.01,0.079193,sgd,1,126.4351,3.16950981e+02,3.66554390e+01,1.18357705e+00,3.73425899e-03,-2.74237857e-01,nan
20,14.364941,0.01,0.007325,sgd,1,139.2397,3.14541603e+02,1.32097340e+01,5.62008250e-01,1.78675331e-03,-2.40735938e-01,nan
30,8.410336,0.01,0.007658,sgd,1,139.2397,3.11666399e+02,6.24165501e+00,3.97709889e-01,1.27607560e-03,-1.40359979e-01,nan
40,4.606150,0.01,0.007837,sgd,1,139.2397,3.08635840e+02,6.17380389e+00,3.34482596e-01,1.08374515e-03,-2.10467243e-01,nan
50,3.771099,0.01,0.007383,sgd,1,139.2397,3.05567647e+02,2.39570653e+00,3.16146221e-01,1.03461941e-03,-2.21605089e-02,6.50420479e+01
60,3.391821,0.01,0.007459,sgd,1,331.6089,3.02507877e+02,2.28715873e+00,3.09846599e-01,1.02425961e-03,-6.22818215e-02,nan
70,3.209115,0.01,0.007545,sgd,1,331.6089,2.99471680e+02,1.16034516e+00,3.04611320e-01,1.01716236e-03,-6.06366773e-02,nan
80,3.109967,0.01,0.007382,sgd,1,331.6089,2.96463710e+02,7.80781413e-01,3.00666212e-01,1.01417543e-03,-5.72551094e-02,nan
90,3.096502,0.01,0.007513,sgd,1,331.6089,2.93485285e+02,1.42079133e+00,2.97345860e-01,1.01315424e-03,-2.01196573e-02,nan
100,3.071744,0.01,0.007381,sgd,1,331.6089,2.90536733e+02,8.42647636e-01,2.94194170e-01,1.01258855e-03,-3.04095211e-02,7.55127403e+01
110,3.047871,0.01,0.007653,sgd,1,331.6089,2.87617910e+02,5.71718004e-01,2.91205132e-01,1.01247218e-03,-3.10741320e-02,nan
120,2.985721,0.01,0.007900,sgd,1,331.6089,2.84728533e+02,6.25441716e-01,2.88200926e-01,1.01219545e-03,-2.45395410e-02,nan
130,2.968718,0.01,0.007121,sgd,1,331.6089,2.81868438e+02,6.26271320e-01,2.85389413e-01,1.01249156e-03,-1.21798779e-02,nan
140,2.940392,0.01,0.007523,sgd,1,331.6089,2.79037239e+02,5.45101718e-01,2.82593698e-01,1.01274546e-03,-3.49619556e-02,nan
